Order;LVMH1;ZIT4;1;L;B;14907;99;-1
Order;LVMH1;ZIT6;1;L;A;14017;90;-1
Order;LVMH1;ZIT7;1;L;B;14480;94;-1
Order;LVMH1;ZIT2;1;L;A;14755;17;-1
Order;LVMH1;ZIT8;1;L;B;14138;20;-1
Order;LVMH1;ZIT3;1;L;A;14166;64;-1
Order;LVMH1;ZIT9;1;L;A;14398;49;-1
Order;LVMH1;ZIT5;1;L;B;14233;61;-1
Order;LVMH1;ZIT10;1;L;A;14864;53;-1
Order;LVMH1;ZIT1;1;L;B;14614;60;-1
Order;LVMH1;ZIT1;2;L;A;14065;35;-1
Order;LVMH1;ZIT9;2;L;B;14660;40;-1
Order;LVMH1;ZIT3;2;L;B;14945;36;-1
Order;LVMH1;ZIT7;2;L;A;14803;81;-1
Order;LVMH1;ZIT6;2;L;A;14160;66;-1
Order;LVMH1;ZIT2;2;L;B;14261;94;-1
Order;LVMH1;ZIT5;2;L;A;14077;47;-1
Order;LVMH1;ZIT8;2;L;A;14930;73;-1
Order;LVMH1;ZIT10;2;L;A;14924;39;-1
Order;LVMH1;ZIT4;2;L;B;14595;76;-1
Order;LVMH1;ZIT1;3;L;A;14164;57;-1
Order;LVMH1;ZIT10;3;L;B;14821;42;-1
Order;LVMH1;ZIT4;3;L;B;14333;40;-1
Order;LVMH1;ZIT9;3;L;A;14732;54;-1
Order;LVMH1;ZIT8;3;L;B;14815;57;-1
Order;LVMH1;ZIT6;3;L;A;14591;79;-1
Order;LVMH1;ZIT5;3;L;A;14660;26;-1
Order;LVMH1;ZIT3;3;L;B;14363;90;-1
Order;LVMH1;ZIT2;3;L;B;14462;24;-1
Order;LVMH1;ZIT7;3;L;B;14188;69;-1
Order;LVMH1;ZIT2;4;L;A;14687;26;-1
Order;LVMH1;ZIT7;4;L;B;14570;17;-1
Order;LVMH1;ZIT1;4;L;A;14863;73;-1
Order;LVMH1;ZIT4;4;L;B;14788;80;-1
Order;LVMH1;ZIT3;4;L;B;14762;24;-1
Order;LVMH1;ZIT9;4;L;B;14162;92;-1
Order;LVMH1;ZIT5;4;L;B;14685;74;-1
Order;LVMH1;ZIT6;4;L;B;14690;15;-1
Order;LVMH1;ZIT10;4;L;B;14017;48;-1
Order;LVMH1;ZIT8;4;L;B;14958;26;-1
Order;LVMH1;ZIT5;5;L;B;14341;68;-1
Order;LVMH1;ZIT6;5;L;A;14938;12;-1
Order;LVMH1;ZIT10;5;L;B;14191;71;-1
Order;LVMH1;ZIT1;5;L;B;14274;21;-1
Order;LVMH1;ZIT8;5;L;B;14336;37;-1
Order;LVMH1;ZIT2;5;L;B;14264;21;-1
Order;LVMH1;ZIT9;5;L;B;14774;91;-1
Order;LVMH1;ZIT4;5;L;B;14019;36;-1
Order;LVMH1;ZIT3;5;L;B;14067;33;-1
Order;LVMH1;ZIT7;5;L;B;14195;78;-1
Order;LVMH1;ZIT2;6;L;A;14543;20;-1
Order;LVMH1;ZIT9;6;L;A;14384;70;-1
Order;LVMH1;ZIT3;6;L;B;14306;10;-1
Order;LVMH1;ZIT6;6;L;A;14235;64;-1
Order;LVMH1;ZIT7;6;L;A;14010;98;-1
Order;LVMH1;ZIT10;6;L;A;14942;56;-1
Order;LVMH1;ZIT5;6;L;B;14427;29;-1
Order;LVMH1;ZIT1;6;L;B;14975;81;-1
Order;LVMH1;ZIT4;6;L;A;14821;67;-1
Order;LVMH1;ZIT8;6;L;A;14223;89;-1
Order;LVMH1;ZIT1;7;L;A;14955;22;-1
Order;LVMH1;ZIT8;7;L;B;14719;79;-1
Order;LVMH1;ZIT10;7;L;B;14810;84;-1
Order;LVMH1;ZIT7;7;L;B;14380;89;-1
Order;LVMH1;ZIT2;7;L;B;14006;30;-1
Order;LVMH1;ZIT6;7;L;B;14866;68;-1
Order;LVMH1;ZIT4;7;L;B;14116;86;-1
Order;LVMH1;ZIT3;7;L;A;14481;28;-1
Order;LVMH1;ZIT9;7;L;A;14902;64;-1
Order;LVMH1;ZIT5;7;L;B;14698;36;-1
Order;LVMH1;ZIT7;8;L;A;14605;80;-1
Order;LVMH1;ZIT1;8;L;B;14186;78;-1
Order;LVMH1;ZIT9;8;L;B;14435;76;-1
Order;LVMH1;ZIT2;8;L;A;14560;76;-1
Order;LVMH1;ZIT6;8;L;A;14740;93;-1
Order;LVMH1;ZIT5;8;L;B;14202;20;-1
Order;LVMH1;ZIT3;8;L;A;14121;57;-1
Order;LVMH1;ZIT8;8;L;A;14533;95;-1
Order;LVMH1;ZIT10;8;L;A;14071;82;-1
Order;LVMH1;ZIT4;8;L;A;14815;64;-1
Order;LVMH1;ZIT3;9;L;B;14206;98;-1
Order;LVMH1;ZIT6;9;L;B;14699;72;-1
Order;LVMH1;ZIT2;9;L;A;14601;43;-1
Order;LVMH1;ZIT7;9;L;A;14090;41;-1
Order;LVMH1;ZIT4;9;L;A;14211;97;-1
Order;LVMH1;ZIT10;9;L;B;14926;65;-1
Order;LVMH1;ZIT8;9;L;B;14492;22;-1
Order;LVMH1;ZIT1;9;L;A;14970;62;-1
Order;LVMH1;ZIT9;9;L;B;14423;91;-1
Order;LVMH1;ZIT5;9;L;B;14769;79;-1
Order;LVMH1;ZIT5;10;L;A;14860;75;-1
Order;LVMH1;ZIT7;10;L;A;14445;29;-1
Order;LVMH1;ZIT6;10;L;A;14943;71;-1
Order;LVMH1;ZIT10;10;L;A;14596;49;-1
Order;LVMH1;ZIT1;10;L;A;14789;65;-1
Order;LVMH1;ZIT8;10;L;A;14313;19;-1
Order;LVMH1;ZIT4;10;L;B;14724;16;-1
Order;LVMH1;ZIT2;10;L;B;14430;13;-1
Order;LVMH1;ZIT3;10;L;A;14179;71;-1
Order;LVMH1;ZIT9;10;L;A;14669;13;-1
Order;LVMH1;ZIT1;11;L;B;14421;77;-1
Order;LVMH1;ZIT8;11;L;A;14170;24;-1
Order;LVMH1;ZIT6;11;L;B;14611;53;-1
Order;LVMH1;ZIT5;11;L;B;14310;29;-1
Order;LVMH1;ZIT4;11;L;A;14852;86;-1
Order;LVMH1;ZIT7;11;L;B;14920;67;-1
Order;LVMH1;ZIT3;11;L;B;14074;75;-1
Order;LVMH1;ZIT2;11;L;A;14536;88;-1
Order;LVMH1;ZIT9;11;L;B;14499;82;-1
Order;LVMH1;ZIT10;11;L;A;14062;94;-1
Order;LVMH1;ZIT1;12;L;A;14164;45;-1
Order;LVMH1;ZIT10;12;L;A;14549;35;-1
Order;LVMH1;ZIT5;12;L;B;14608;29;-1
Order;LVMH1;ZIT6;12;L;B;14406;58;-1
Order;LVMH1;ZIT8;12;L;B;14201;95;-1
Order;LVMH1;ZIT9;12;L;B;14690;12;-1
Order;LVMH1;ZIT2;12;L;A;14266;36;-1
Order;LVMH1;ZIT3;12;L;B;14353;21;-1
Order;LVMH1;ZIT7;12;L;A;14698;15;-1
Order;LVMH1;ZIT4;12;L;B;14085;57;-1
Order;LVMH1;ZIT5;13;L;B;14164;26;-1
Order;LVMH1;ZIT9;13;L;B;14448;41;-1
Order;LVMH1;ZIT8;13;L;A;14585;81;-1
Order;LVMH1;ZIT6;13;L;B;14055;21;-1
Order;LVMH1;ZIT10;13;L;B;14744;72;-1
Order;LVMH1;ZIT3;13;L;B;14915;93;-1
Order;LVMH1;ZIT4;13;L;B;14815;86;-1
Order;LVMH1;ZIT2;13;L;B;14651;36;-1
Order;LVMH1;ZIT1;13;L;A;14971;69;-1
Order;LVMH1;ZIT7;13;L;A;14931;32;-1
Order;LVMH1;ZIT10;14;L;B;14110;93;-1
Order;LVMH1;ZIT6;14;L;B;14115;65;-1
Order;LVMH1;ZIT8;14;L;A;14125;89;-1
Order;LVMH1;ZIT5;14;L;B;14317;83;-1
Order;LVMH1;ZIT1;14;L;A;14020;14;-1
Order;LVMH1;ZIT4;14;L;B;14812;28;-1
Order;LVMH1;ZIT2;14;L;B;14739;22;-1
Order;LVMH1;ZIT9;14;L;A;14124;18;-1
Order;LVMH1;ZIT3;14;L;B;14798;49;-1
Order;LVMH1;ZIT7;14;L;B;14264;16;-1
Order;LVMH1;ZIT4;15;L;A;14172;10;-1
Order;LVMH1;ZIT10;15;L;B;14257;29;-1
Order;LVMH1;ZIT6;15;L;A;14178;81;-1
Order;LVMH1;ZIT5;15;L;B;14368;48;-1
Order;LVMH1;ZIT3;15;L;B;14212;66;-1
Order;LVMH1;ZIT8;15;L;A;14735;22;-1
Order;LVMH1;ZIT1;15;L;B;14678;11;-1
Order;LVMH1;ZIT2;15;L;B;14662;71;-1
Order;LVMH1;ZIT9;15;L;B;14627;45;-1
Order;LVMH1;ZIT7;15;L;A;14534;76;-1
Order;LVMH1;ZIT8;16;L;B;14805;80;-1
Order;LVMH1;ZIT5;16;L;B;14599;82;-1
Order;LVMH1;ZIT4;16;L;A;14738;64;-1
Order;LVMH1;ZIT6;16;L;B;14123;20;-1
Order;LVMH1;ZIT2;16;L;B;14282;86;-1
Order;LVMH1;ZIT7;16;L;B;14321;67;-1
Order;LVMH1;ZIT1;16;L;A;14738;67;-1
Order;LVMH1;ZIT9;16;L;A;14829;99;-1
Order;LVMH1;ZIT10;16;L;A;14342;42;-1
Order;LVMH1;ZIT3;16;L;A;14163;62;-1
Order;LVMH1;ZIT5;17;L;A;14847;22;-1
Order;LVMH1;ZIT9;17;L;A;14021;51;-1
Order;LVMH1;ZIT2;17;L;B;14066;53;-1
Order;LVMH1;ZIT1;17;L;A;14344;60;-1
Order;LVMH1;ZIT3;17;L;B;14257;74;-1
Order;LVMH1;ZIT7;17;L;A;14798;85;-1
Order;LVMH1;ZIT4;17;L;B;14859;53;-1
Order;LVMH1;ZIT8;17;L;B;14738;96;-1
Order;LVMH1;ZIT10;17;L;B;14319;28;-1
Order;LVMH1;ZIT6;17;L;A;14441;99;-1
Order;LVMH1;ZIT3;18;L;A;14294;72;-1
Order;LVMH1;ZIT4;18;L;B;14533;97;-1
Order;LVMH1;ZIT2;18;L;B;14522;70;-1
Order;LVMH1;ZIT1;18;L;B;14246;57;-1
Order;LVMH1;ZIT8;18;L;B;14822;70;-1
Order;LVMH1;ZIT9;18;L;B;14704;73;-1
Order;LVMH1;ZIT7;18;L;A;14486;91;-1
Order;LVMH1;ZIT6;18;L;A;14620;42;-1
Order;LVMH1;ZIT5;18;L;B;14190;37;-1
Order;LVMH1;ZIT10;18;L;B;14810;48;-1
Order;LVMH1;ZIT10;19;L;B;14466;60;-1
Order;LVMH1;ZIT1;19;L;B;14385;23;-1
Order;LVMH1;ZIT3;19;L;A;14877;15;-1
Order;LVMH1;ZIT2;19;L;B;14474;50;-1
Order;LVMH1;ZIT6;19;L;B;14732;31;-1
Order;LVMH1;ZIT9;19;L;B;14158;92;-1
Order;LVMH1;ZIT4;19;L;B;14376;44;-1
Order;LVMH1;ZIT7;19;L;B;14145;15;-1
Order;LVMH1;ZIT8;19;L;A;14664;44;-1
Order;LVMH1;ZIT5;19;L;A;14452;33;-1
Order;LVMH1;ZIT10;20;L;B;14784;17;-1
Order;LVMH1;ZIT4;20;L;B;14270;73;-1
Order;LVMH1;ZIT1;20;L;A;14428;58;-1
Order;LVMH1;ZIT8;20;L;B;14738;20;-1
Order;LVMH1;ZIT6;20;L;B;14918;33;-1
Order;LVMH1;ZIT2;20;L;A;14957;46;-1
Order;LVMH1;ZIT7;20;L;B;14785;27;-1
Order;LVMH1;ZIT9;20;L;B;14183;71;-1
Order;LVMH1;ZIT5;20;L;A;14948;43;-1
Order;LVMH1;ZIT3;20;L;B;14428;43;-1
Order;LVMH1;ZIT1;21;L;B;14793;76;-1
Order;LVMH1;ZIT4;21;L;B;14049;37;-1
Order;LVMH1;ZIT5;21;L;A;14507;38;-1
Order;LVMH1;ZIT3;21;L;B;14161;87;-1
Order;LVMH1;ZIT9;21;L;B;14033;95;-1
